body,category,rating,url,price,title,referer,stock,newcookies,size
,Books,Two,http://localhost/books.toscrape.com/catalogue/category/books/new-adult_20/index.html,,,http://localhost/books.toscrape.com/index.html,,,28732
,Home,Three,http://localhost/books.toscrape.com/catalogue/page-3.html,,,http://localhost/books.toscrape.com/catalogue/page-2.html,,,51374
,Home,Three,http://localhost/books.toscrape.com/catalogue/page-1.html,,,http://localhost/books.toscrape.com/catalogue/page-2.html,,,50469
,Poetry,Two,http://localhost/books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,,You can't bury them all: Poems,http://localhost/books.toscrape.com/catalogue/page-2.html,17,,20803
,Thriller,Four,http://localhost/books.toscrape.com/catalogue/behind-closed-doors_962/index.html,,Behind Closed Doors,http://localhost/books.toscrape.com/catalogue/page-2.html,18,,18767
,Mystery,One,http://localhost/books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,,"In a Dark, Dark Wood",http://localhost/books.toscrape.com/catalogue/page-2.html,18,,18098
,Default,Two,http://localhost/books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,,Maude (1883-1993):She Grew Up with the country,http://localhost/books.toscrape.com/catalogue/page-2.html,18,,19216
,Default,Three,http://localhost/books.toscrape.com/catalogue/penny-maybe_965/index.html,,Penny Maybe,http://localhost/books.toscrape.com/catalogue/page-2.html,18,,17010
,Philosophy,Five,http://localhost/books.toscrape.com/catalogue/sophies-world_966/index.html,,Sophie's World,http://localhost/books.toscrape.com/catalogue/page-2.html,18,,18632
,Books,Four,http://localhost/books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html,,,http://localhost/books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,,,36510
,Food and Drink,Five,http://localhost/books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",http://localhost/books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,7,,19549
,Food and Drink,Two,http://localhost/books.toscrape.com/catalogue/32-yolks_510/index.html,,32 Yolks,http://localhost/books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html,8,,19237
,Parenting,Two,http://localhost/books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,http://localhost/books.toscrape.com/catalogue/category/books/parenting_28/index.html,3,,19133
,Adult Fiction,Five,http://localhost/books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html,,Fifty Shades Freed (Fifty Shades #3),http://localhost/books.toscrape.com/catalogue/category/books/adult-fiction_29/index.html,3,,19130
,Humor,Two,http://localhost/books.toscrape.com/catalogue/holidays-on-ice_167/index.html,,Holidays on Ice,http://localhost/books.toscrape.com/catalogue/category/books/humor_30/index.html,3,,16974
,Humor,Five,http://localhost/books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",http://localhost/books.toscrape.com/catalogue/category/books/humor_30/index.html,3,,19505
,Humor,Three,http://localhost/books.toscrape.com/catalogue/naked_197/index.html,,Naked,http://localhost/books.toscrape.com/catalogue/category/books/humor_30/index.html,3,,18941
,Art,Five,http://localhost/books.toscrape.com/catalogue/ways-of-seeing_94/index.html,,Ways of Seeing,http://localhost/books.toscrape.com/catalogue/category/books/art_25/index.html,1,,19294
,Art,Two,http://localhost/books.toscrape.com/catalogue/the-art-book_490/index.html,,The Art Book,http://localhost/books.toscrape.com/catalogue/category/books/art_25/index.html,7,,18399
,Art,Four,http://localhost/books.toscrape.com/catalogue/the-story-of-art_500/index.html,,The Story of Art,http://localhost/books.toscrape.com/catalogue/category/books/art_25/index.html,7,,18493
,Science,One,http://localhost/books.toscrape.com/catalogue/the-selfish-gene_81/index.html,,The Selfish Gene,http://localhost/books.toscrape.com/catalogue/category/books/science_22/index.html,1,,20815
,Science,Four,http://localhost/books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html,,Seven Brief Lessons on Physics,http://localhost/books.toscrape.com/catalogue/category/books/science_22/index.html,3,,19811
,Science,Two,http://localhost/books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",http://localhost/books.toscrape.com/catalogue/category/books/science_22/index.html,3,,19257
,Science,Five,http://localhost/books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",http://localhost/books.toscrape.com/catalogue/category/books/science_22/index.html,3,,20299
,Science,Four,http://localhost/books.toscrape.com/catalogue/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",http://localhost/books.toscrape.com/catalogue/category/books/science_22/index.html,3,,19247
,New Adult,Five,http://localhost/books.toscrape.com/catalogue/off-sides-off-1_38/index.html,,Off Sides (Off #1),http://localhost/books.toscrape.com/catalogue/category/books/new-adult_20/index.html,1,,19603
,New Adult,Three,http://localhost/books.toscrape.com/catalogue/shameless_52/index.html,,Shameless,http://localhost/books.toscrape.com/catalogue/category/books/new-adult_20/index.html,1,,19325
,New Adult,Five,http://localhost/books.toscrape.com/catalogue/the-hook-up-game-on-1_68/index.html,,The Hook Up (Game On #1),http://localhost/books.toscrape.com/catalogue/category/books/new-adult_20/index.html,1,,19705
,Home,Four,http://localhost/books.toscrape.com/catalogue/page-4.html,,,http://localhost/books.toscrape.com/catalogue/page-3.html,,,52596
,Mystery,Four,http://localhost/books.toscrape.com/catalogue/the-past-never-ends_942/index.html,,The Past Never Ends,http://localhost/books.toscrape.com/catalogue/page-3.html,16,,19106
,Childrens,One,http://localhost/books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,,The Secret of Dreadwillow Carse,http://localhost/books.toscrape.com/catalogue/page-3.html,16,,19419
,Add a comment,One,http://localhost/books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,,The Torch Is Passed: A Harding Family Story,http://localhost/books.toscrape.com/catalogue/page-3.html,16,,25449
,Fiction,Five,http://localhost/books.toscrape.com/catalogue/thirst_946/index.html,,Thirst,http://localhost/books.toscrape.com/catalogue/page-3.html,16,,19049
,Classics,Four,http://localhost/books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,,The Story of Hong Gildong,http://localhost/books.toscrape.com/catalogue/sophies-world_966/index.html,1,,18843
,Classics,Two,http://localhost/books.toscrape.com/catalogue/the-little-prince_72/index.html,,The Little Prince,http://localhost/books.toscrape.com/catalogue/sophies-world_966/index.html,1,,17703
,Classics,One,http://localhost/books.toscrape.com/catalogue/sense-and-sensibility_49/index.html,,Sense and Sensibility,http://localhost/books.toscrape.com/catalogue/sophies-world_966/index.html,1,,18745
,Books,Three,http://localhost/books.toscrape.com/catalogue/category/books/food-and-drink_33/page-1.html,,,http://localhost/books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html,,,54178
,Food and Drink,Three,http://localhost/books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,http://localhost/books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html,3,,20027
,Food and Drink,Three,http://localhost/books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",http://localhost/books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html,3,,20007
,Food and Drink,One,http://localhost/books.toscrape.com/catalogue/the-smitten-kitchen-cookbook_281/index.html,,The Smitten Kitchen Cookbook,http://localhost/books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html,3,,22522
,Food and Drink,Two,http://localhost/books.toscrape.com/catalogue/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html,,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,http://localhost/books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html,3,,22894
,Food and Drink,Five,http://localhost/books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html,,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,http://localhost/books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html,5,,20484
,Food and Drink,Five,http://localhost/books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,,The Power Greens Cookbook: 140 Delicious Superfood Recipes,http://localhost/books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html,5,,22194
,Food and Drink,Three,http://localhost/books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html,,Better Homes and Gardens New Cook Book,http://localhost/books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html,6,,20150
,Food and Drink,Five,http://localhost/books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html,,The Barefoot Contessa Cookbook,http://localhost/books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html,6,,22253
,Food and Drink,Two,http://localhost/books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,http://localhost/books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html,7,,18839
,Food and Drink,Four,http://localhost/books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),http://localhost/books.toscrape.com/catalogue/category/books/food-and-drink_33/page-2.html,7,,22574
,Classics,Two,http://localhost/books.toscrape.com/catalogue/of-mice-and-men_37/index.html,,Of Mice and Men,http://localhost/books.toscrape.com/catalogue/sophies-world_966/index.html,1,,18403
,Classics,Two,http://localhost/books.toscrape.com/catalogue/emma_17/index.html,,Emma,http://localhost/books.toscrape.com/catalogue/sophies-world_966/index.html,1,,18103
,Classics,One,http://localhost/books.toscrape.com/catalogue/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,,Alice in Wonderland (Alice's Adventures in Wonderland #1),http://localhost/books.toscrape.com/catalogue/sophies-world_966/index.html,1,,15933
,Music,Five,http://localhost/books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,,No One Here Gets Out Alive,http://localhost/books.toscrape.com/catalogue/penny-maybe_965/index.html,4,,18917
,Music,Five,http://localhost/books.toscrape.com/catalogue/life_104/index.html,,Life,http://localhost/books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,2,,17289
,Fantasy,Five,http://localhost/books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,,The Star-Touched Queen,http://localhost/books.toscrape.com/catalogue/the-hook-up-game-on-1_68/index.html,12,,19620
,Fantasy,Three,http://localhost/books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html,,A Shard of Ice (The Black Symphony Saga #1),http://localhost/books.toscrape.com/catalogue/shameless_52/index.html,9,,21188
,Fantasy,Five,http://localhost/books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html,,King's Folly (The Kinsman Chronicles #1),http://localhost/books.toscrape.com/catalogue/off-sides-off-1_38/index.html,7,,18778
,Music,Two,http://localhost/books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,,Old Records Never Die: One Man's Quest for His Vinyl and His Past,http://localhost/books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,1,,21012
,Music,Three,http://localhost/books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html,,Forever Rockers (The Rocker #12),http://localhost/books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,1,,18963
,Womens Fiction,One,http://localhost/books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html,,Something Blue (Darcy & Rachel #2),http://localhost/books.toscrape.com/catalogue/thirst_946/index.html,3,,18394
,Womens Fiction,One,http://localhost/books.toscrape.com/catalogue/ive-got-your-number_173/index.html,,I've Got Your Number,http://localhost/books.toscrape.com/catalogue/thirst_946/index.html,3,,19625
,Womens Fiction,Four,http://localhost/books.toscrape.com/catalogue/the-edge-of-reason-bridget-jones-2_63/index.html,,The Edge of Reason (Bridget Jones #2),http://localhost/books.toscrape.com/catalogue/thirst_946/index.html,1,,19243
,Home,Five,http://localhost/books.toscrape.com/catalogue/page-5.html,,,http://localhost/books.toscrape.com/catalogue/page-4.html,,,51901
,Sequential Art,Three,http://localhost/books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",http://localhost/books.toscrape.com/catalogue/page-4.html,16,,17184
,Nonfiction,Two,http://localhost/books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,,Reskilling America: Learning to Labor in the Twenty-First Century,http://localhost/books.toscrape.com/catalogue/page-4.html,16,,21647
,Sequential Art,Two,http://localhost/books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,,"Saga, Volume 5 (Saga (Collected Editions) #5)",http://localhost/books.toscrape.com/catalogue/page-4.html,16,,17078
,Fantasy,Three,http://localhost/books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,,"Saga, Volume 6 (Saga (Collected Editions) #6)",http://localhost/books.toscrape.com/catalogue/page-4.html,16,,17066
,Young Adult,Five,http://localhost/books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html,,An Abundance of Katherines,http://localhost/books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html,5,,18883
,Young Adult,Four,http://localhost/books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html,,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),http://localhost/books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,4,,18353
,Young Adult,Three,http://localhost/books.toscrape.com/catalogue/walk-the-edge-thunder-road-2_300/index.html,,Walk the Edge (Thunder Road #2),http://localhost/books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html,3,,19459
,Young Adult,Four,http://localhost/books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,,Lola and the Boy Next Door (Anna and the French Kiss #2),http://localhost/books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,5,,17980
,Young Adult,Five,http://localhost/books.toscrape.com/catalogue/kill-the-boy-band_381/index.html,,Kill the Boy Band,http://localhost/books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,5,,18066
,Young Adult,Five,http://localhost/books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html,,Isla and the Happily Ever After (Anna and the French Kiss #3),http://localhost/books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html,5,,18645
,Default,Two,http://localhost/books.toscrape.com/catalogue/soul-reader_926/index.html,,Soul Reader,http://localhost/books.toscrape.com/catalogue/page-4.html,16,,17096
,Nonfiction,Four,http://localhost/books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,http://localhost/books.toscrape.com/catalogue/page-4.html,16,,19756
,Add a comment,Three,http://localhost/books.toscrape.com/catalogue/the-art-forger_930/index.html,,The Art Forger,http://localhost/books.toscrape.com/catalogue/page-4.html,16,,19556
,Philosophy,Four,http://localhost/books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,,The Death of Humanity: and the Case for Life,http://localhost/books.toscrape.com/catalogue/page-4.html,16,,17915
,Nonfiction,One,http://localhost/books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,,The Electric Pencil: Drawings from Inside State Hospital No. 3,http://localhost/books.toscrape.com/catalogue/page-4.html,16,,20481
,Classics,Three,http://localhost/books.toscrape.com/catalogue/animal-farm_313/index.html,,Animal Farm,http://localhost/books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,4,,16681
,Classics,Three,http://localhost/books.toscrape.com/catalogue/wuthering-heights_307/index.html,,Wuthering Heights,http://localhost/books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,3,,18299
,Classics,Two,http://localhost/books.toscrape.com/catalogue/the-picture-of-dorian-gray_270/index.html,,The Picture of Dorian Gray,http://localhost/books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,3,,18520
,Classics,Four,http://localhost/books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),http://localhost/books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,3,,16616
,Classics,Two,http://localhost/books.toscrape.com/catalogue/beowulf_126/index.html,,Beowulf,http://localhost/books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,3,,18379
,Music,One,http://localhost/books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,,Love Is a Mix Tape (Music #1),http://localhost/books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,14,,19348
,Music,Four,http://localhost/books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,,Please Kill Me: The Uncensored Oral History of Punk,http://localhost/books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,8,,18467
,Music,Five,http://localhost/books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,,Kill 'Em and Leave: Searching for James Brown and the American Soul,http://localhost/books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,8,,23672
,Music,Two,http://localhost/books.toscrape.com/catalogue/chronicles-vol-1_462/index.html,,"Chronicles, Vol. 1",http://localhost/books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,7,,19852
,Music,One,http://localhost/books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,,This Is Your Brain on Music: The Science of a Human Obsession,http://localhost/books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,5,,19612
,Music,Three,http://localhost/books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",http://localhost/books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,4,,21771
,Classics,Two,http://localhost/books.toscrape.com/catalogue/and-then-there-were-none_119/index.html,,And Then There Were None,http://localhost/books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,3,,17774
,Womens Fiction,One,http://localhost/books.toscrape.com/catalogue/bridget-joness-diary-bridget-jones-1_10/index.html,,Bridget Jones's Diary (Bridget Jones #1),http://localhost/books.toscrape.com/catalogue/thirst_946/index.html,1,,19571
,Fantasy,Two,http://localhost/books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,,The Hidden Oracle (The Trials of Apollo #1),http://localhost/books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,14,,18739
,Fantasy,Four,http://localhost/books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,,The Bane Chronicles (The Bane Chronicles #1-11),http://localhost/books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,14,,18985
,Fantasy,One,http://localhost/books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,,Island of Dragons (Unwanteds #7),http://localhost/books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,14,,18816
,Add a comment,Two,http://localhost/books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",http://localhost/books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,14,,18990
,Add a comment,Two,http://localhost/books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,,A People's History of the United States,http://localhost/books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,14,,17052
,Add a comment,One,http://localhost/books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html,,A Brush of Wings (Angels Walking #3),http://localhost/books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,14,,19864
,Add a comment,Four,http://localhost/books.toscrape.com/catalogue/rook_647/index.html,,Rook,http://localhost/books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,13,,18977
,Add a comment,One,http://localhost/books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,,The Midnight Watch: A Novel of the Titanic and the Californian,http://localhost/books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,12,,20448
,Young Adult,Two,http://localhost/books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html,,Tell the Wolves I'm Home,http://localhost/books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,6,,19883
,Young Adult,Four,http://localhost/books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",http://localhost/books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,5,,18645
,Young Adult,Four,http://localhost/books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html,,Where She Went (If I Stay #2),http://localhost/books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,5,,18461
,Classics,One,http://localhost/books.toscrape.com/catalogue/the-metamorphosis_409/index.html,,The Metamorphosis,http://localhost/books.toscrape.com/catalogue/animal-farm_313/index.html,5,,19157
,Classics,Two,http://localhost/books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html,,The Pilgrim's Progress,http://localhost/books.toscrape.com/catalogue/animal-farm_313/index.html,4,,18558
,Classics,Two,http://localhost/books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,,The Hound of the Baskervilles (Sherlock Holmes #5),http://localhost/books.toscrape.com/catalogue/animal-farm_313/index.html,4,,17836
,Classics,Four,http://localhost/books.toscrape.com/catalogue/little-women-little-women-1_331/index.html,,Little Women (Little Women #1),http://localhost/books.toscrape.com/catalogue/animal-farm_313/index.html,4,,16756
,Classics,Three,http://localhost/books.toscrape.com/catalogue/gone-with-the-wind_324/index.html,,Gone with the Wind,http://localhost/books.toscrape.com/catalogue/animal-farm_313/index.html,4,,18350
,Nonfiction,Two,http://localhost/books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,,The Power of Now: A Guide to Spiritual Enlightenment,http://localhost/books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,15,,20533
,Nonfiction,Two,http://localhost/books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,,The Omnivore's Dilemma: A Natural History of Four Meals,http://localhost/books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,15,,24684
,Nonfiction,One,http://localhost/books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,,The Genius of Birds,http://localhost/books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,15,,22766
,Nonfiction,Five,http://localhost/books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,,The Artist's Way: A Spiritual Path to Higher Creativity,http://localhost/books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,15,,19360
,Nonfiction,Two,http://localhost/books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,,So You've Been Publicly Shamed,http://localhost/books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,15,,19707
,Classics,Three,http://localhost/books.toscrape.com/catalogue/candide_316/index.html,,Candide,http://localhost/books.toscrape.com/catalogue/animal-farm_313/index.html,4,,17880
,Young Adult,One,http://localhost/books.toscrape.com/catalogue/two-summers_415/index.html,,Two Summers,http://localhost/books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html,5,,18880
,Young Adult,Five,http://localhost/books.toscrape.com/catalogue/the-darkest-corners_399/index.html,,The Darkest Corners,http://localhost/books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html,5,,19328
,Young Adult,One,http://localhost/books.toscrape.com/catalogue/tell-me-three-things_395/index.html,,Tell Me Three Things,http://localhost/books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html,5,,19012
,Historical Fiction,Two,http://localhost/books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html,,The Last Painting of Sara de Vos,http://localhost/books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,3,,19764
,Historical Fiction,One,http://localhost/books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html,,The Guernsey Literary and Potato Peel Pie Society,http://localhost/books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,3,,19850
,Historical Fiction,Two,http://localhost/books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html,,Girl in the Blue Coat,http://localhost/books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,3,,19046
,Home,Five,http://localhost/books.toscrape.com/catalogue/page-6.html,,,http://localhost/books.toscrape.com/catalogue/page-5.html,,,51602
,Nonfiction,Four,http://localhost/books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,,In the Country We Love: My Family Divided,http://localhost/books.toscrape.com/catalogue/page-5.html,16,,20534
,Science Fiction,Five,http://localhost/books.toscrape.com/catalogue/join_902/index.html,,Join,http://localhost/books.toscrape.com/catalogue/page-5.html,16,,19983
,Add a comment,Two,http://localhost/books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),http://localhost/books.toscrape.com/catalogue/page-5.html,16,,19325
,Fantasy,Two,http://localhost/books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",http://localhost/books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,16,,18952
,Fantasy,One,http://localhost/books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,,A Court of Thorns and Roses (A Court of Thorns and Roses #1),http://localhost/books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,16,,19304
